unit_id,ori_dg,tf_dg,preferred_orientation,preferred_temporal_frequency,osi_dg,dsi_dg,cv_os_dg,cv_ds_dg,peak_dff_dg
1605,1,2,45.0,4.0,0.3513513513513513,0.0,0.19174124721184263,0.7097085255202165,0.3333333333333333
1606,0,2,0.0,4.0,0.10144927536231889,0.0,0.08616396689058771,0.6261335521335557,0.5066666666666667
1607,1,2,45.0,4.0,0.1759999999999955,0.0,0.09432432003178122,0.6723232775727723,1.9599999999999818
1608,0,2,0.0,4.0,0.07299270072992699,0.0,0.0463821892393321,0.6524619297226995,1.96
1609,1,3,45.0,8.0,0.01413760603204519,0.0,0.007326167825717801,0.655408794747145,7.173333333333333
1610,1,1,45.0,2.0,0.10689655172413799,0.0,0.0577083656259598,0.6641948874291808,4.28
1611,1,4,45.0,15.0,0.08695652173913036,0.0,0.05453824335365341,0.6600474128630934,0.3333333333333333
1612,0,1,0.0,2.0,0.06801007556675061,0.0,0.03894214167924593,0.649936430184353,2.8266666666666667
1613,1,2,45.0,4.0,0.3684210526315789,0.0,0.24137931034482762,0.7223687444669528,0.17333333333333334
1614,0,1,0.0,2.0,0.055737704918032836,0.0,0.035118892581243184,0.6522757188805245,6.44
1615,2,1,90.0,2.0,0.22950819672131145,0.0,0.1095729793021691,0.6858688122350207,1.0
1616,0,1,0.0,2.0,0.006535947712418306,0.0,0.015370580719039587,0.6569802120789023,3.08
1617,1,1,45.0,2.0,0.035019455252918316,0.0,0.03638763082395603,0.6500994090207572,7.093333333333334
1618,0,1,0.0,2.0,0.06157112526539279,0.0,0.04237549411688311,0.6543062535798227,3.3333333333333335
1619,3,4,135.0,15.0,0.27508090614886727,0.0,0.16770694653675847,0.6559635893742664,2.6266666666666665
1620,3,4,135.0,15.0,0.12735849056603768,0.0,0.0820208541570376,0.6537487165930547,3.1866666666666665
1621,2,4,90.0,15.0,0.13253012048192775,0.0,0.07858385863417792,0.6648634139891567,1.2533333333333334
1622,2,1,90.0,2.0,0.006468305304010326,0.0,0.01018921778431705,0.657114871309352,5.1866666666666665
1623,1,1,45.0,2.0,0.05694760820045561,0.0,0.030205764668369852,0.6589426612331076,3.0933333333333333
1624,0,1,0.0,2.0,0.08609271523178809,0.0,0.051385695105220654,0.6503387467173548,3.28
1625,1,2,45.0,4.0,0.3035714285714286,0.0,0.18247708860902365,0.6877140015339621,0.9733333333333334
1626,3,1,135.0,2.0,0.03821656050955417,0.0,0.019266551326067638,0.6486898055141382,2.1733333333333333
1627,0,1,0.0,2.0,0.05999999999999996,0.0,0.04920073508455533,0.6574055711358119,9.893333333333333
1628,0,2,0.0,4.0,0.030075187969924817,0.0,0.02318295437920308,0.6545812485362885,3.6533333333333333
1629,0,1,0.0,2.0,0.3043478260869565,0.0,0.20953510130211103,0.5739744077901816,0.4
1630,2,1,90.0,2.0,0.05469845722300144,0.0,0.02830826268904196,0.6606194974637866,20.053333333333335
1631,1,3,45.0,8.0,0.0,0.0,0.1666666666666666,0.608468640768368,0.05333333333333334
